Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Loan_to_Tenure,Employment_Risk,Total_Monthly_Delinquencies,Delinquency_Trend,Income_per_Debt,Risk_Score_Interaction,Miss_Rate
CUST0011,28,42532.0,340.0,0.834455847,4,0,82909.0,0.269559025,Unemployed,5,Student,Chicago,On-time,Late,Missed,Missed,On-time,Late,13818.166666666666,1,2,0.6666666666666667,0.5129899891448558,56.28501202000001,0.6666666666666666
CUST0012,28,70479.0,679.0,0.684586436,3,0,75777.0,0.324215749,Unemployed,8,Business,Chicago,On-time,Missed,Missed,Late,On-time,Late,8419.666666666666,1,2,1.6666666666666667,0.9300720525746259,214.16580995599998,0.3333333333333333
CUST0013,41,56975.0,320.0,0.12635992,0,0,15171.0,0.228610901,Employed,15,Standard,Los Angeles,Late,Late,Missed,Late,On-time,On-time,948.1875,0,3,0.5,3.755272871078302,279.5648256,0.0
CUST0014,70,117023.0,528.0,0.10517251,5,0,95136.0,0.469017763,Retired,10,Standard,Los Angeles,On-time,Missed,Missed,Missed,On-time,On-time,8648.727272727272,0,0,0.0,1.2300471950975962,472.46891472,0.45454545454545453
CUST0015,53,143148.0,617.0,0.708521767,0,0,2593.0,0.392539809,Unemployed,6,Standard,Chicago,Late,Missed,Late,Late,Late,Late,370.42857142857144,1,5,2.1666666666666665,55.18427139552814,179.84206976099998,0.0
CUST0016,57,159356.0,601.0,0.396029322,0,0,1514.0,0.303178157,Self-Employed,9,Gold,Houston,Missed,On-time,Late,Missed,Missed,Late,151.4,1,2,0.6666666666666667,105.18547854785479,362.986377478,0.0
CUST0017,41,146484.0,543.0,0.170183533,3,0,74039.0,0.472911477,Self-Employed,9,Gold,New York,Late,Missed,On-time,Missed,Missed,Late,7403.9,1,2,0.6666666666666667,1.9784440842787683,450.590341581,0.3
CUST0018,20,183152.0,823.0,0.709147027,0,1,28018.0,0.307427924,Unemployed,19,Business,New York,On-time,On-time,Late,Late,On-time,Late,1400.9,1,3,1.5,6.536707234376673,239.371996779,0.0
CUST0019,39,81040.0,831.0,0.53382481,5,0,16034.0,0.409762496,Unemployed,17,Student,Chicago,Missed,On-time,On-time,Late,On-time,Missed,890.7777777777778,1,1,0.8333333333333334,5.053944496414094,387.39158289,0.2777777777777778
CUST0020,70,181319.0,486.0,0.550314217,2,0,2420.0,0.303830059,Retired,19,Student,Los Angeles,Late,Missed,Late,Late,Late,Missed,121.0,0,4,1.3333333333333335,74.8942585708385,218.54729053799997,0.1
CUST0021,19,199402.0,783.0,0.661907854,4,0,43942.0,0.339388759,Self-Employed,8,Standard,Houston,Late,Late,On-time,On-time,On-time,Late,4882.444444444444,1,3,0.5,4.537742074960745,264.726150318,0.4444444444444444
CUST0022,41,40351.0,690.0,0.238004568,2,1,2200.0,0.291856122,Unemployed,14,Platinum,Chicago,Missed,Missed,On-time,On-time,Late,Missed,146.66666666666666,1,1,0.8333333333333334,18.333030440708768,525.77684808,0.13333333333333333
CUST0023,61,154487.0,321.0,0.173699836,0,0,81757.0,0.309530135,Unemployed,3,Gold,New York,Late,On-time,On-time,On-time,Late,On-time,20439.25,1,2,0.6666666666666667,1.889564323980528,265.242352644,0.0
CUST0024,47,108468.0,538.0,0.816190859,2,1,68553.33489595469,0.317053186,Retired,7,Gold,Phoenix,Late,Late,Late,On-time,Late,Late,8569.166861994336,0,5,1.1666666666666665,1.5822194200355457,98.889317858,0.25
CUST0025,55,41646.0,847.0,0.212566648,5,0,28018.0,0.233026817,Retired,8,Standard,Los Angeles,On-time,Missed,Missed,Missed,Late,Late,3113.1111111111113,0,2,1.6666666666666667,1.486348549198758,666.956049144,0.5555555555555556
CUST0026,19,193998.0,515.0,0.255552441,5,0,0.0,0.259893133,Employed,12,Gold,Phoenix,Late,Missed,On-time,Late,Missed,On-time,0.0,0,2,0.6666666666666667,193998.0,383.39049288499996,0.38461538461538464
CUST0027,38,89740.0,789.0,0.295512924,0,0,89660.0,0.278324498,Retired,8,Standard,Chicago,Missed,On-time,Missed,Missed,Missed,On-time,9962.222222222223,0,0,0.0,1.0008810965748764,555.840302964,0.0
CUST0028,50,136790.0,525.0,0.915989185,3,0,43870.0,0.322971102,Employed,3,Business,New York,Missed,On-time,Late,Late,Missed,On-time,10967.5,0,2,0.6666666666666667,3.118005060290397,44.10567787499998,0.75
CUST0029,29,86726.0,588.0,0.59867666,2,0,46477.36630562869,0.296942098,Self-Employed,16,Student,Houston,Late,Late,Missed,On-time,Late,On-time,2733.9627238605112,1,3,0.5,1.86594338169535,235.97812392000003,0.11764705882352941
CUST0030,39,88523.0,523.0,0.693081595,3,0,29561.0,0.417303253,Employed,15,Platinum,Phoenix,Late,On-time,On-time,On-time,Late,On-time,1847.5625,0,2,0.6666666666666667,2.994486164670861,160.518325815,0.1875
CUST0031,61,72458.0,374.0,0.539233509,3,0,60530.0,0.384711832,Employed,14,Student,Houston,On-time,Missed,Late,Missed,On-time,Missed,4035.3333333333335,0,1,-0.16666666666666666,1.1970395334621928,172.326667634,0.2
CUST0032,42,60106.0,385.0,0.379622558,1,0,46663.0,0.280367244,Unemployed,2,Student,New York,On-time,Late,Late,On-time,On-time,Missed,15554.333333333334,1,2,-0.3333333333333333,1.2880593176752957,238.84531517,0.3333333333333333
CUST0033,66,106362.0,806.0,0.626258257,0,1,11308.0,0.43817839,Unemployed,19,Business,Phoenix,Late,Late,Late,Late,Late,On-time,565.4,1,5,1.1666666666666665,9.405075603501636,301.23584485799995,0.0
CUST0034,44,99076.0,440.0,0.188676806,4,0,99005.0,0.487302062,Employed,4,Gold,Houston,Missed,Late,Late,Missed,On-time,Missed,19801.0,0,2,-0.3333333333333333,1.0007070278568975,356.98220535999997,0.8
CUST0035,59,69693.0,316.0,0.28094331,5,1,60278.0,0.1,Retired,4,Platinum,Houston,On-time,Missed,Late,Late,On-time,Late,12055.6,0,3,1.5,1.1561737918678148,227.22191403999997,1.0
CUST0036,45,137402.0,464.0,0.646595036,5,0,65119.0,0.393229009,Unemployed,19,Gold,Phoenix,Missed,Missed,Missed,On-time,On-time,On-time,3255.95,1,0,0.0,2.1099815724815727,163.979903296,0.25
CUST0037,33,53756.0,521.0,0.228548954,0,0,36029.0,0.23070158,Employed,14,Student,New York,Late,Missed,Missed,On-time,On-time,Missed,2401.9333333333334,0,1,-0.16666666666666666,1.4919789064668332,401.925994966,0.0
CUST0038,32,181319.0,467.0,0.462183706,6,0,62010.0,0.380074802,Employed,17,Standard,Houston,Missed,On-time,On-time,On-time,Missed,On-time,3445.0,0,0,0.0,2.923981229136766,251.16020929799998,0.3333333333333333
CUST0039,64,183152.0,823.0,0.471297531,6,0,87164.0,0.423823794,Employed,14,Student,Chicago,Late,On-time,Late,Missed,Missed,On-time,5810.933333333333,0,2,-0.3333333333333333,2.101210348190214,435.122131987,0.4
CUST0040,68,97750.0,352.0,0.394267599,6,0,91432.0,0.212300741,Employed,1,Gold,Phoenix,On-time,Late,Late,On-time,On-time,On-time,45716.0,0,2,-0.3333333333333333,1.0690888410092636,213.217805152,3.0
CUST0041,61,108350.53695652174,372.0,0.109776305,4,0,44454.0,0.11476729,Self-Employed,12,Student,Los Angeles,Late,Missed,Late,On-time,Late,Late,3419.5384615384614,1,4,1.3333333333333335,2.4373082208192947,331.16321454,0.3076923076923077
CUST0042,72,81617.0,359.0,0.374214222,5,0,11564.0,0.383543409,Retired,3,Standard,Los Angeles,Late,On-time,Late,On-time,Missed,Missed,2891.0,0,2,-0.3333333333333333,7.05724167747514,224.65709430200002,1.25
CUST0043,69,108350.53695652174,792.0,0.335006325,0,1,11155.0,0.313540248,Retired,9,Business,New York,On-time,Late,Late,Late,Missed,Missed,1115.5,0,3,0.5,9.712310591298113,526.6749906,0.0
CUST0044,74,66991.0,601.0,0.532287973,5,0,31198.0,0.133156125,Employed,12,Gold,Chicago,On-time,Late,On-time,Missed,Missed,Late,2399.846153846154,0,2,0.6666666666666667,2.147216256931312,281.094928227,0.38461538461538464
CUST0045,20,106267.0,751.0,0.522098108,3,0,86447.0,0.552956451,Unemployed,9,Student,Houston,On-time,Missed,On-time,Late,On-time,Late,8644.7,1,2,1.6666666666666667,1.2292592078474922,358.904320892,0.3
CUST0046,54,59238.0,401.0,0.575592292,2,1,63023.6937428244,0.362441941,Unemployed,8,Gold,Los Angeles,On-time,Late,Missed,Missed,Late,On-time,7002.6326380916,1,2,0.6666666666666667,0.9399173003794956,170.18749090800003,0.2222222222222222
CUST0047,68,153311.0,326.0,0.364802745,2,0,5626.0,0.367010004,Employed,7,Business,New York,Missed,Missed,On-time,Late,Missed,Late,703.25,0,2,1.6666666666666667,27.245601563888396,207.07430513,0.25
CUST0048,24,146800.0,637.0,0.60455559,5,0,2687.0,0.436581775,Employed,2,Student,Chicago,On-time,Late,On-time,Missed,On-time,On-time,895.6666666666666,0,1,-0.16666666666666666,54.61309523809524,251.89808917,1.6666666666666667
CUST0049,38,97750.0,691.0,0.188798653,1,0,63375.0,0.241917605,Retired,15,Student,Chicago,Late,On-time,On-time,On-time,Missed,Late,3960.9375,0,2,0.6666666666666667,1.542381974248927,560.5401307770001,0.0625
CUST0050,26,118033.0,469.0,0.135619053,4,0,92865.0,0.313045411,Employed,13,Gold,New York,Late,Missed,Missed,Late,On-time,Missed,6633.214285714285,0,2,0.6666666666666667,1.2710033812159456,405.394664143,0.2857142857142857
CUST0051,56,169865.0,336.0,0.05,6,0,92183.0,0.168067809,Employed,8,Gold,New York,Missed,Late,On-time,Late,Late,On-time,10242.555555555555,0,3,1.5,1.8426733489542655,319.2,0.6666666666666666
CUST0052,35,109074.0,383.0,0.400140552,4,0,73819.84072788246,0.239205155,Employed,10,Standard,Houston,Late,Missed,Late,Late,Missed,On-time,6710.894611625678,0,3,0.5,1.4775502273411831,229.746168584,0.36363636363636365
CUST0053,21,185806.0,823.0,0.349340355,4,0,64335.61752235009,0.338566,Employed,2,Business,New York,Missed,Missed,Late,On-time,On-time,Missed,21445.205840783365,0,1,-0.16666666666666666,2.8880287331775296,535.4928878349999,1.3333333333333333
CUST0054,42,194819.0,339.0,0.657863122,3,0,29427.0,0.133471533,Employed,4,Standard,Houston,Late,Missed,On-time,On-time,On-time,Missed,5885.4,0,1,-0.16666666666666666,6.620191654206878,115.98440164200001,0.6
CUST0055,31,90353.0,711.0,0.370267483,4,0,69342.0,0.236371045,Retired,9,Student,Houston,Late,On-time,On-time,On-time,Late,Late,6934.2,0,3,1.5,1.3029866028294133,447.739819587,0.4
CUST0056,67,198401.0,715.0,0.55467527,2,0,17401.0,0.207206604,Retired,12,Gold,Phoenix,On-time,Late,Late,On-time,Late,Late,1338.5384615384614,0,4,1.3333333333333335,11.401045856798069,318.40718194999994,0.15384615384615385
CUST0057,26,76629.0,673.0,0.662659315,3,0,35372.0,0.314209225,Employed,3,Student,Chicago,On-time,Late,Late,Late,Missed,On-time,8843.0,0,3,0.5,2.166313289797303,227.030281005,0.75
CUST0058,43,107193.0,843.0,0.362736185,0,0,70793.0,0.357470126,Employed,12,Student,Chicago,Missed,Missed,Missed,Missed,Late,On-time,5445.615384615385,0,1,0.8333333333333334,1.514153741842529,537.2133960450001,0.0
CUST0059,70,81040.0,401.0,0.559610442,4,0,63443.0,0.37421528,Retired,11,Platinum,Chicago,Late,Missed,Missed,Missed,Late,Missed,5286.916666666667,0,2,0.6666666666666667,1.2773469516423932,176.596212758,0.3333333333333333
CUST0060,19,108350.53695652174,538.0,0.70038551,4,0,37445.0,0.399881664,Employed,4,Platinum,Phoenix,On-time,Late,Missed,Late,Missed,On-time,7489.0,0,2,0.6666666666666667,2.8935143127843226,161.19259561999996,0.8
CUST0061,37,140899.0,826.0,0.252367445,0,1,64950.0,0.437211685,Unemployed,9,Student,Houston,On-time,Missed,Late,Missed,Missed,On-time,6495.0,1,1,-0.16666666666666666,2.16931225077366,617.54449043,0.0
CUST0062,45,184160.0,475.0,0.504970468,4,0,49893.0,0.360724545,Employed,8,Gold,Houston,Late,Missed,On-time,On-time,Missed,Missed,5543.666666666667,0,1,-0.16666666666666666,3.6910249729426385,235.13902769999999,0.4444444444444444
CUST0063,64,155507.0,801.0,0.363593123,0,0,81202.0,0.48873359,Retired,19,Student,New York,Missed,Late,Late,On-time,Late,On-time,4060.1,0,3,0.5,1.9150400847259337,509.76190847699996,0.0
CUST0064,24,109074.0,739.0,0.265102024,3,0,54247.0,0.311950252,Self-Employed,6,Platinum,Phoenix,Missed,Missed,Missed,Missed,On-time,Missed,7749.571428571428,1,0,0.0,2.01065477068279,543.0896042640001,0.42857142857142855
CUST0065,61,43251.0,773.0,0.192709652,2,0,86488.0,0.282667885,Unemployed,1,Gold,New York,On-time,Missed,Late,On-time,On-time,Late,43244.0,1,2,0.6666666666666667,0.5000751540658349,624.035439004,1.0
CUST0066,25,117634.0,815.0,0.261870286,0,0,95267.0,0.360730736,Employed,6,Student,Phoenix,Missed,On-time,Missed,Missed,Late,Missed,13609.57142857143,0,1,0.8333333333333334,1.2347692824453123,601.57571691,0.0
CUST0067,64,108350.53695652174,612.0,0.512005801,1,0,99005.0,0.278358883,Retired,7,Business,New York,On-time,Late,On-time,Missed,On-time,On-time,12375.625,0,1,-0.16666666666666666,1.0943835419724233,298.65244978799996,0.125
CUST0068,52,172164.0,600.0,0.177831109,0,0,7468.0,0.485256473,Employed,6,Business,Los Angeles,Missed,Missed,On-time,Late,Late,Missed,1066.857142857143,0,2,1.6666666666666667,23.05047529789798,493.3013346,0.0
CUST0069,31,108350.53695652174,796.0,0.389854595,4,0,85026.0,0.413098347,Employed,13,Student,Chicago,Missed,Late,Missed,Late,Late,Missed,6073.285714285715,0,3,1.5,1.2743074194846549,485.6757423799999,0.2857142857142857
CUST0070,34,81617.0,822.0,0.662638881,6,0,24917.0,0.375027814,Self-Employed,18,Gold,Chicago,Late,Missed,On-time,On-time,On-time,Missed,1311.421052631579,1,1,-0.16666666666666666,3.275423388714985,277.310839818,0.3157894736842105
CUST0071,53,196415.0,797.0,0.589802193,6,1,77348.0,0.313141934,Employed,4,Student,Houston,On-time,On-time,Missed,Missed,On-time,Late,15469.6,0,1,0.8333333333333334,2.5393347037453617,326.92765217899995,1.2
CUST0072,67,159572.0,371.0,0.393898475,3,0,16310.0,0.259252283,Unemployed,17,Student,Los Angeles,Missed,On-time,On-time,Missed,On-time,On-time,906.1111111111111,1,0,0.0,9.783091165471154,224.86366577499996,0.16666666666666666
CUST0073,57,136465.0,567.0,0.837938083,5,0,95303.0,0.3701325,Employed,19,Platinum,Chicago,Late,Late,Missed,On-time,On-time,Missed,4765.15,0,2,-0.3333333333333333,1.431891630991354,91.88910693900003,0.25
CUST0074,21,36447.0,448.0,0.878607283,3,0,13355.0,0.187290255,Self-Employed,11,Business,Houston,On-time,On-time,Missed,Late,On-time,Missed,1112.9166666666667,1,1,0.8333333333333334,2.7288858939802334,54.38393721599999,0.25
CUST0075,19,159188.0,835.0,0.505224486,5,0,96507.0,0.453436353,Employed,16,Platinum,Los Angeles,On-time,On-time,On-time,Missed,On-time,On-time,5676.882352941177,0,0,0.0,1.649479835868529,413.13755419,0.29411764705882354
CUST0076,23,181267.0,542.0,0.05,6,0,24851.0,0.282236329,Retired,12,Platinum,Chicago,Missed,Missed,Late,Missed,Late,On-time,1911.6153846153845,0,2,0.6666666666666667,7.293859649122807,514.9,0.46153846153846156
CUST0077,71,108350.53695652174,611.0,0.677289639,6,0,23908.0,0.330510673,Employed,1,Student,New York,Late,Missed,Late,On-time,Missed,Missed,11954.0,0,2,-0.3333333333333333,4.53178873882311,197.17603057099996,3.0
CUST0078,59,59425.0,577.0,0.05,0,0,65548.0,0.209039892,Unemployed,12,Platinum,Phoenix,Missed,On-time,On-time,On-time,On-time,On-time,5042.153846153846,1,0,0.0,0.9065737082182794,548.15,0.0
CUST0079,21,97844.0,728.0,0.795229222,2,0,82909.0,0.372298626,Employed,6,Business,Los Angeles,On-time,Missed,On-time,Late,On-time,Late,11844.142857142857,0,2,1.6666666666666667,1.1801230249668315,149.07312638399998,0.2857142857142857
CUST0080,71,115235.0,427.0,0.71671698,1,0,31454.0,0.254625839,Employed,9,Platinum,Houston,Missed,On-time,Late,On-time,On-time,Late,3145.4,0,2,0.6666666666666667,3.6634875218566205,120.96184954000002,0.1
CUST0081,46,189358.0,824.0,0.854842501,3,0,4617.0,0.364922879,Retired,5,Business,Los Angeles,Missed,Late,Late,On-time,Late,On-time,769.5,0,3,0.5,41.00433087916847,119.60977917599998,0.5
CUST0082,35,88847.0,686.0,0.552053112,4,0,92329.0,0.375739347,Retired,2,Platinum,Houston,Late,Late,Missed,On-time,Late,Late,30776.333333333332,0,4,1.3333333333333335,0.9622766164843496,307.29156516800003,1.3333333333333333
CUST0083,43,172504.0,835.0,0.427722847,5,0,28298.0,0.235236789,Unemployed,2,Business,Los Angeles,On-time,Missed,Late,Late,Missed,Missed,9432.666666666666,1,2,0.6666666666666667,6.095763101169653,477.85142275499993,1.6666666666666667
CUST0084,61,115235.0,820.0,0.409979773,4,0,10942.0,0.187647088,Retired,17,Platinum,Houston,Late,Late,Missed,Late,Late,Late,607.8888888888889,0,5,2.1666666666666665,10.530476103445125,483.81658614,0.2222222222222222
CUST0085,51,186230.0,336.0,0.390747966,2,0,51440.0,0.453189992,Employed,10,Platinum,Chicago,On-time,Missed,Late,On-time,Late,On-time,4676.363636363636,0,2,0.6666666666666667,3.6202639917575477,204.70868342400001,0.18181818181818182
CUST0086,27,80215.0,572.0,0.696213731,5,0,12707.0,0.280770097,Employed,19,Gold,New York,Missed,Missed,On-time,Late,Missed,On-time,635.35,0,1,0.8333333333333334,6.312165564998426,173.76574586800004,0.25
CUST0087,53,141131.0,601.0,0.642454298,3,1,92865.0,0.322484882,Unemployed,4,Business,Chicago,On-time,Missed,On-time,Late,On-time,Missed,18573.0,1,1,0.8333333333333334,1.5197273490836258,214.884966902,0.6
CUST0088,31,188416.0,680.0,0.524045127,0,0,35598.0,0.348546452,Retired,18,Business,New York,On-time,Late,On-time,Late,Missed,On-time,1873.578947368421,0,2,0.6666666666666667,5.292732941936571,323.64931363999995,0.0
CUST0089,48,129585.0,458.0,0.355563738,4,0,51431.0,0.174629987,Retired,18,Business,Chicago,On-time,Late,Missed,Late,Missed,On-time,2706.8947368421054,0,2,0.6666666666666667,2.519540363975735,295.15180799599995,0.21052631578947367
CUST0090,65,127856.0,361.0,1.025842526,2,0,2200.0,0.346266614,Employed,14,Standard,Chicago,On-time,Late,On-time,Missed,Missed,On-time,146.66666666666666,0,1,-0.16666666666666666,58.08995910949568,-9.329151885999972,0.13333333333333333
CUST0091,32,90353.0,664.0,0.682474923,3,0,20525.0,0.309912654,Employed,15,Platinum,Los Angeles,On-time,Late,Late,On-time,On-time,Late,1282.8125,0,3,0.5,4.4018805417519244,210.836651128,0.1875
CUST0092,25,18709.0,444.0,0.180457616,6,0,44437.0,0.23564693,Employed,8,Business,Phoenix,Missed,Late,Late,On-time,On-time,Late,4937.444444444444,0,3,0.5,0.4210135469643098,363.876818496,0.6666666666666666
CUST0093,31,90353.0,372.0,0.396748797,6,0,59192.0,0.184346402,Retired,3,Standard,Houston,Late,Late,Missed,On-time,Missed,On-time,14798.0,0,2,-0.3333333333333333,1.5264135962022536,224.409447516,1.5
CUST0094,40,108350.53695652174,439.0,0.686355219,3,0,17401.0,0.360588555,Employed,14,Gold,Houston,On-time,Late,Missed,On-time,On-time,Late,1160.0666666666666,0,2,0.6666666666666667,6.226326684089285,137.690058859,0.2
CUST0095,74,35056.0,648.0,0.340092216,3,0,67236.0,0.412771201,Unemployed,11,Business,Houston,Missed,Late,Missed,Missed,Missed,On-time,5603.0,1,1,-0.16666666666666666,0.5213795975430194,427.620244032,0.25
CUST0096,57,90353.0,306.0,0.570309592,3,0,11251.0,0.317859052,Retired,2,Business,New York,On-time,Late,Missed,Late,Missed,Missed,3750.3333333333335,0,2,0.6666666666666667,8.029950231070032,131.485264848,1.0
CUST0097,38,121357.0,742.0,0.69015926,5,0,8110.0,0.156553466,Self-Employed,13,Standard,Houston,On-time,On-time,Missed,Missed,On-time,On-time,579.2857142857143,1,0,0.0,14.962026877080508,229.90182907999997,0.35714285714285715
CUST0098,33,152326.0,383.0,0.05,3,0,10778.0,0.194266718,Unemployed,16,Platinum,Houston,Missed,Late,On-time,On-time,Missed,On-time,634.0,1,1,-0.16666666666666666,14.131737637999814,363.84999999999997,0.17647058823529413
CUST0099,62,189197.0,639.0,0.47839246,4,1,50183.0,0.256787629,Employed,18,Gold,Los Angeles,Missed,Late,On-time,Missed,On-time,Late,2641.2105263157896,0,2,0.6666666666666667,3.770066156543918,333.30721805999997,0.21052631578947367
CUST0100,35,54298.0,495.0,0.486241831,2,0,13355.0,0.456461974,Retired,5,Business,Chicago,Late,Missed,Missed,Late,Late,Late,2225.8333333333335,0,4,2.3333333333333335,4.0654387541179995,254.31029365499995,0.3333333333333333
CUST0101,64,106007.0,820.0,0.417585509,5,0,11061.0,0.275324934,Employed,3,Platinum,Houston,On-time,Late,Missed,Late,Late,Missed,2765.25,0,3,1.5,9.582986801663353,477.57988262,1.25
CUST0102,70,155734.0,563.0,0.560339027,3,0,79354.0,0.253143108,Self-Employed,6,Gold,Phoenix,Late,Missed,Missed,Missed,Missed,On-time,11336.285714285714,1,1,-0.16666666666666666,1.9624976371999243,247.52912779899998,0.42857142857142855
CUST0103,41,163216.0,429.0,0.631503921,1,1,28421.376470556756,0.13265152,Retired,18,Student,Houston,Late,Missed,Late,Late,Missed,On-time,1495.8619195029871,0,3,0.5,5.742517701469416,158.084817891,0.05263157894736842
CUST0104,43,107658.0,679.0,0.528410189,1,0,60628.0,0.234331521,Employed,16,Student,New York,Late,On-time,Late,Late,Missed,Missed,3566.3529411764707,0,3,0.5,1.7756849032641144,320.20948166899996,0.058823529411764705
CUST0105,42,178165.0,383.0,0.425234521,2,0,64030.53161632767,0.176706365,Self-Employed,15,Gold,New York,Missed,On-time,Missed,On-time,On-time,Late,4001.9082260204796,1,1,0.8333333333333334,2.782457259769325,220.13517845700002,0.125
CUST0106,62,99076.0,340.0,0.62652426,6,0,30443.0,0.199682017,Retired,14,Standard,New York,Late,Late,Late,Missed,Missed,Missed,2029.5333333333333,0,3,-0.5,3.2543686769149915,126.98175159999998,0.4
CUST0107,58,117023.0,339.0,0.509810682,0,0,42556.0,0.311995068,Employed,7,Gold,Houston,On-time,On-time,Late,Late,Late,On-time,5319.5,0,3,1.5,2.7497943934017903,166.174178802,0.0
CUST0108,46,127816.0,820.0,0.453859917,0,0,94000.0,0.259883579,Self-Employed,18,Gold,Los Angeles,Missed,Missed,Late,On-time,On-time,Missed,4947.368421052632,1,1,-0.16666666666666666,1.3597302156360038,447.83486806,0.0
CUST0109,32,19748.0,354.0,0.237544123,6,0,29584.0,0.469949445,Employed,7,Standard,Phoenix,Missed,Late,On-time,Late,Missed,Late,3698.0,0,3,1.5,0.6675004225114078,269.90938045800004,0.75
CUST0110,62,170026.0,523.0,0.187469043,5,0,64950.0,0.407800337,Employed,17,Standard,Houston,Missed,Missed,On-time,Late,On-time,On-time,3608.3333333333335,0,1,0.8333333333333334,2.6177580021862634,424.953690511,0.2777777777777778
CUST0111,18,43732.0,474.0,0.233754041,5,0,76774.0,0.239111606,Self-Employed,15,Platinum,Los Angeles,Missed,Missed,On-time,Late,Late,Late,4798.375,1,3,2.5,0.5696125040703354,363.20058456600003,0.3125
CUST0112,42,16015.0,332.0,0.555665812,5,0,8828.0,0.208318216,Self-Employed,19,Platinum,Los Angeles,Late,Missed,Late,Late,Late,On-time,441.4,1,4,1.3333333333333335,1.8139087099331748,147.518950416,0.25
CUST0113,24,153311.0,475.0,0.48418425,0,1,692.0,0.438264194,Employed,18,Standard,Houston,Missed,Late,Late,Late,Missed,On-time,36.421052631578945,0,3,0.5,221.22799422799423,245.01248125,0.0
CUST0114,26,108350.53695652174,725.0,0.20394318,1,0,77743.0,0.466004249,Employed,9,Student,Houston,On-time,Late,Late,Late,On-time,On-time,7774.3,0,3,0.5,1.393683589171148,577.1411945,0.1
CUST0115,41,138961.0,826.0,0.629183565,0,0,32588.0,0.1,Self-Employed,16,Student,Los Angeles,On-time,On-time,Missed,Late,Missed,Late,1916.9411764705883,1,2,1.6666666666666667,4.264046150541594,306.29437531,0.0
CUST0117,61,19835.0,629.0,0.380301277,3,1,55980.0,0.274812169,Unemployed,12,Business,Los Angeles,Late,Late,Missed,Missed,Missed,Missed,4306.153846153846,1,2,-0.3333333333333333,0.35431664314678196,389.790496767,0.23076923076923078
CUST0118,25,84724.0,655.0,0.151803629,5,0,22510.0,0.364912014,Employed,6,Gold,Houston,Late,Late,On-time,Late,On-time,Late,3215.714285714286,0,4,1.3333333333333335,3.763671094131758,555.568623005,0.7142857142857143
